w,g,mu,NprR,SSBperR,R0,R,Rp,YprR
0.001,0.0291338814133129,12.7680500442601,33.5634496390408,0.514987160585093,3.23365824734727,0.690752725393801,2.23365824734727,0
0.00101391138573668,0.0294339994570951,12.7240268308722,33.0206780723749,0.514987160585093,3.23365824734727,0.690752725393801,2.23365824734727,0
0.00102801629812647,0.0297371971124557,12.6801554059963,32.4866747899312,0.514987160585093,3.23365824734727,0.690752725393801,2.23365824734727,0
0.0010423174293933,0.0300435058114377,12.6364352462777,31.961298258092,0.514987160585093,3.23365824734727,0.690752725393801,2.23365824734727,0
0.00105681750921366,0.0303529573045108,12.5928658301664,31.4444092263627,0.514987160585093,3.23365824734727,0.690752725393801,2.23365824734727,0
0.00107151930523761,0.0306655836637626,12.5494466379103,30.9358706905606,0.514987160585093,3.23365824734727,0.690752725393801,2.23365824734727,0
0.00108642562361707,0.030981417286123,12.5061771515498,30.4355478565963,0.514987160585093,3.23365824734727,0.690752725393801,2.23365824734727,0
0.00110153930954141,0.0313004908966189,12.4630568549109,29.9433081048394,0.514987160585093,3.23365824734727,0.690752725393801,2.23365824734727,0
0.00111686324778056,0.0316228375516619,12.4200852335993,29.4590209550584,0.514987160585093,3.23365824734727,0.690752725393801,2.23365824734727,0
0.00113240036323556,0.0319484906423682,12.3772617749945,28.9825580319255,0.514987160585093,3.23365824734727,0.690752725393801,2.23365824734727,0
0.00114815362149688,0.0322774838979112,12.3345859682434,28.5137930310774,0.514987160585093,3.23365824734727,0.690752725393801,2.23365824734727,0
0.00116412602941049,0.0326098513889073,12.2920573042541,28.0526016857235,0.514987160585093,3.23365824734727,0.690752725393801,2.23365824734727,0
0.00118032063565173,0.0329456275308349,12.2496752756901,27.5988617337917,0.514987160585093,3.23365824734727,0.690752725393801,2.23365824734727,0
0.00119674053130724,0.0332848470874871,12.2074393769645,27.1524528856042,0.514987160585093,3.23365824734727,0.690752725393801,2.23365824734727,0
0.00121338885046498,0.0336275451744587,12.165349104233,26.7132567920739,0.514987160585093,3.23365824734727,0.690752725393801,2.23365824734727,0
0.00123026877081238,0.0339737572626672,12.1234039553891,26.2811570134142,0.514987160585093,3.23365824734727,0.690752725393801,2.23365824734727,0
0.00124738351424294,0.034323519181909,12.081603430057,25.8560389883515,0.514987160585093,3.23365824734727,0.690752725393801,2.23365824734727,0
0.00126473634747115,0.0346768671244497,12.0399470295867,25.4377900038362,0.514987160585093,3.23365824734727,0.690752725393801,2.23365824734727,0
0.00128233058265602,0.0350338376486509,11.998434257047,25.0262991652396,0.514987160585093,3.23365824734727,0.690752725393801,2.23365824734727,0
0.00130016957803329,0.0353944676826317,11.9570646172205,24.6214573670332,0.514987160585093,3.23365824734727,0.690752725393801,2.23365824734727,0
0.00131825673855641,0.035758794527967,11.9158376165969,24.2231572639388,0.514987160585093,3.23365824734727,0.690752725393801,2.23365824734727,0
0.00133659551654644,0.0361268558634215,11.8747527633678,23.8312932425451,0.514987160585093,3.23365824734727,0.690752725393801,2.23365824734727,0
0.00135518941235104,0.0364986897487211,11.8338095674203,23.4457613933808,0.514987160585093,3.23365824734727,0.690752725393801,2.23365824734727,0
0.00137404197501251,0.0368743346283611,11.7930075403314,23.0664594834383,0.514987160585093,3.23365824734727,0.690752725393801,2.23365824734727,0
0.0013931568029453,0.0372538293354513,11.7523461953622,22.6932869291402,0.514987160585093,3.23365824734727,0.690752725393801,2.23365824734727,0
0.00141253754462275,0.0376372130956,11.7118250474522,22.3261447697414,0.514987160585093,3.23365824734727,0.690752725393801,2.23365824734727,0
0.00143218789927354,0.0380245255308354,11.6714436132129,21.9649356411602,0.514987160585093,3.23365824734727,0.690752725393801,2.23365824734727,0
0.00145211161758774,0.0384158066635653,11.631201410923,21.609563750231,0.514987160585093,3.23365824734727,0.690752725393801,2.23365824734727,0
0.00147231250243272,0.0388110969205768,11.5910979605218,21.2599348493718,0.514987160585093,3.23365824734727,0.690752725393801,2.23365824734727,0
0.001492794409579,0.0392104371370741,11.5511327836039,20.9159562116609,0.514987160585093,3.23365824734727,0.690752725393801,2.23365824734727,0
