w,g,NprR,SSBperR,R0,R,Rp,YprR
0.001,0.0393638927633244,25.2989187335009,28.3385176353221,232.819367189262,0.995704824679868,231.819367189262,0
0.00101391138573668,0.0397738874091934,24.9345744113054,28.3385176353221,232.819367189262,0.995704824679868,231.819367189262,0
0.00102801629812647,0.0401881523545129,24.5754772218634,28.3385176353221,232.819367189262,0.995704824679868,231.819367189262,0
0.0010423174293933,0.0406067320765893,24.2215515981894,28.3385176353221,232.819367189262,0.995704824679868,231.819367189262,0
0.00105681750921366,0.041029671515982,23.8727230615816,28.3385176353221,232.819367189262,0.995704824679868,231.819367189262,0
0.00107151930523761,0.0414570160813291,23.5289182059489,28.3385176353221,232.819367189262,0.995704824679868,231.819367189262,0
0.00108642562361707,0.0418888116542224,23.1900646823637,28.3385176353221,232.819367189262,0.995704824679868,231.819367189262,0
0.00110153930954141,0.0423251045941332,22.8560911838372,28.3385176353221,232.819367189262,0.995704824679868,231.819367189262,0
0.00111686324778056,0.0427659417433901,22.5269274303133,28.3385176353221,232.819367189262,0.995704824679868,231.819367189262,0
0.00113240036323556,0.0432113704322079,22.2025041538798,28.3385176353221,232.819367189262,0.995704824679868,231.819367189262,0
0.00114815362149688,0.0436614384837694,21.8827530841917,28.3385176353221,232.819367189262,0.995704824679868,231.819367189262,0
0.00116412602941049,0.0441161942193596,21.5676069341045,28.3385176353221,232.819367189262,0.995704824679868,231.819367189262,0
0.00118032063565173,0.0445756864635541,21.2569993855146,28.3385176353221,232.819367189262,0.995704824679868,231.819367189262,0
0.00119674053130724,0.0450399645494607,20.950865075404,28.3385176353221,232.819367189262,0.995704824679868,231.819367189262,0
0.00121338885046498,0.0455090783240164,20.6491395820847,28.3385176353221,232.819367189262,0.995704824679868,231.819367189262,0
0.00123026877081238,0.0459830781533386,20.3517594116432,28.3385176353221,232.819367189262,0.995704824679868,231.819367189262,0
0.00124738351424294,0.0464620149281336,20.0586619845779,28.3385176353221,232.819367189262,0.995704824679868,231.819367189262,0
0.00126473634747115,0.0469459400691594,19.7697856226311,28.3385176353221,232.819367189262,0.995704824679868,231.819367189262,0
0.00128233058265602,0.0474349055327473,19.4850695358092,28.3385176353221,232.819367189262,0.995704824679868,231.819367189262,0
0.00130016957803329,0.0479289638163793,19.2044538095901,28.3385176353221,232.819367189262,0.995704824679868,231.819367189262,0
0.00131825673855641,0.0484281679643256,18.9278793923157,28.3385176353221,232.819367189262,0.995704824679868,231.819367189262,0
0.00133659551654644,0.0489325715733384,18.6552880827646,28.3385176353221,232.819367189262,0.995704824679868,231.819367189262,0
0.00135518941235104,0.0494422287984074,18.3866225179048,28.3385176353221,232.819367189262,0.995704824679868,231.819367189262,0
0.00137404197501251,0.0499571943585732,18.1218261608225,28.3385176353221,232.819367189262,0.995704824679868,231.819367189262,0
0.0013931568029453,0.050477523542803,17.8608432888246,28.3385176353221,232.819367189262,0.995704824679868,231.819367189262,0
0.00141253754462275,0.0510032722159259,17.6036189817126,28.3385176353221,232.819367189262,0.995704824679868,231.819367189262,0
0.00143218789927354,0.0515344968246316,17.3500991102255,28.3385176353221,232.819367189262,0.995704824679868,231.819367189262,0
0.00145211161758774,0.0520712544035297,17.1002303246489,28.3385176353221,232.819367189262,0.995704824679868,231.819367189262,0
0.00147231250243272,0.0526136025812744,16.8539600435885,28.3385176353221,232.819367189262,0.995704824679868,231.819367189262,0
0.001492794409579,0.0531615995867509,16.6112364429051,28.3385176353221,232.819367189262,0.995704824679868,231.819367189262,0
0.00151356124843621,0.0537153042553274,16.3720084448087,28.3385176353221,232.819367189262,0.995704824679868,231.819367189262,0
0.00153461698279929,0.0542747760351718,16.1362257071099,28.3385176353221,232.819367189262,0.995704824679868,231.819367189262,0
0.00155596563160508,0.0548400749936348,15.9038386126264,28.3385176353221,232.819367189262,0.995704824679868,231.819367189262,0
0.00157761126969935,0.0554112618236983,15.6747982587416,28.3385176353221,232.819367189262,0.995704824679868,231.819367189262,0
0.00159955802861467,0.055988397850492,15.4490564471135,28.3385176353221,232.819367189262,0.995704824679868,231.819367189262,0
0.00162181009735893,0.0565715450378776,15.2265656735323,28.3385176353221,232.819367189262,0.995704824679868,231.819367189262,0
0.00164437172321493,0.0571607659951015,15.0072791179238,28.3385176353221,232.819367189262,0.995704824679868,231.819367189262,0
0.00166724721255106,0.0577561239835165,14.7911506344966,28.3385176353221,232.819367189262,0.995704824679868,231.819367189262,0
0.00169044093164327,0.0583576829233744,14.5781347420315,28.3385176353221,232.819367189262,0.995704824679868,231.819367189262,0
0.00171395730750843,0.0589655074006881,14.3681866143106,28.3385176353221,232.819367189262,0.995704824679868,231.819367189262,0
0.00173780082874938,0.0595796626741664,14.1612620706843,28.3385176353221,232.819367189262,0.995704824679868,231.819367189262,0
0.00176197604641163,0.0602002146822199,13.9573175667737,28.3385176353221,232.819367189262,0.995704824679868,231.819367189262,0
0.00178648757485205,0.0608272300500411,13.756310185308,28.3385176353221,232.819367189262,0.995704824679868,231.819367189262,0
0.0018113400926196,0.0614607760967571,13.5581976270926,28.3385176353221,232.819367189262,0.995704824679868,231.819367189262,0
0.00183653834334835,0.0621009208426573,13.362938202108,28.3385176353221,232.819367189262,0.995704824679868,231.819367189262,0
0.00186208713666287,0.0627477330164965,13.1704908207367,28.3385176353221,232.819367189262,0.995704824679868,231.819367189262,0
0.00188799134909629,0.063401282062874,12.9808149851165,28.3385176353221,232.819367189262,0.995704824679868,231.819367189262,0
0.00191425592502109,0.0640616381496893,12.7938707806183,28.3385176353221,232.819367189262,0.995704824679868,231.819367189262,0
